DATE,PREC,SPEC_HUM,REL_HUM,SURF_PRESS,T2MDEW,T2M_MAX,T2M_MIN,T2M,WS10M,WS50M
6/10/03,0,7.05,44.29,97.76,8.34,30.44,13.01,21.02,2.7,3.25
6/11/03,0,7.48,48.1,97.76,9.25,29.29,12.79,20.62,3.29,4.2
6/12/03,0,6.7,43.34,97.71,7.5,29.11,12.78,20.53,3.38,4.69
6/13/03,0,6.85,41.88,97.84,7.94,30.55,12.58,21.48,3.51,4.93
6/14/03,0.42,6.9,36.86,97.88,7.95,33.97,13.78,23.71,3.07,4.35
6/15/03,0.26,6.01,29.82,97.77,5.98,35.17,14.99,24.94,2.65,3.62
6/16/03,0,7.07,31.54,97.63,8.32,36.56,16.18,26.7,2.25,2.9
6/17/03,0,6.39,24.63,97.46,6.81,39.77,19.44,29.18,2.97,4.26
6/18/03,0,6.48,30.42,97.34,6.98,35.09,17.86,25.79,3.72,5.15
6/19/03,0,6.84,39.44,97.33,7.78,31.12,15.8,22.36,3.56,4.54
6/20/03,0.16,6.57,41.52,97.46,7.28,29.88,12.95,20.88,3.89,5.09
6/21/03,0.09,6.11,39.19,97.56,6.07,29.49,12.48,20.65,3.62,4.92
6/22/03,0.27,5.7,35.3,97.44,4.94,31.03,12.15,21.21,3.11,4.48
6/23/03,0,5.06,32.65,97.33,3.36,29.81,11.32,20.54,3.29,4.53
6/24/03,0,5.46,32.21,97.63,4.5,31.23,11.35,22.04,2.36,2.97
6/25/03,0,4.02,16.45,97.87,0.3,38.61,16.78,28.25,1.78,2.51
6/26/03,0,3.98,13.77,97.91,0.18,41.11,21.71,31.16,1.83,2.43
6/27/03,0,4.8,16.45,97.69,2.74,41.75,21.12,31.29,2.6,3.66
6/28/03,0.23,4.9,17.56,97.55,3.04,41.28,19.9,30.47,2.89,4.19
6/29/03,0.39,4.41,18.77,97.8,1.39,37.83,18.28,27.56,2.72,4.02
6/30/03,0,4.32,19.74,97.93,1.04,37.15,16.07,26.37,2.14,2.95
7/1/03,0,4.15,18.13,97.91,0.78,36.88,16.99,27.14,2.15,2.86
7/2/03,0,4.28,17.25,97.83,1.17,38.42,18.53,28.52,2.23,3.18
7/3/03,0,4.9,19.28,97.87,3.1,38.53,19.31,28.91,2.73,3.78
7/4/03,0.31,3.97,16.09,97.83,-0.11,39.01,18.85,28.42,3.07,4.39
7/5/03,0.26,3.55,14.19,97.74,-1.56,39.61,18.56,28.61,3.72,5.29
7/6/03,0.26,4.43,20.47,97.61,1.54,36.24,16.87,26.12,3.17,4.57
7/7/03,0,5.55,26.47,97.7,4.31,36.25,16.24,25.59,3.78,5.42
7/8/03,0,3.93,18.14,97.86,-0.2,36.54,16.28,26.2,2.59,3.47
7/9/03,0.01,4.21,16.47,97.85,0.99,39.8,17.54,29.01,2.35,2.99
7/10/03,0,4.66,17.27,98,2.48,40.33,20.5,30,2.97,4.19
7/11/03,0,4.12,15.53,98.02,0.7,39.86,19.42,29.69,2.27,3.06
7/12/03,0.06,4.95,17.72,98.12,3.18,40.38,21.31,30.6,3.07,4.45
7/13/03,0.23,5.52,20.87,98.08,4.56,39.49,20.99,29.63,3.23,4.56
7/14/03,0,4.37,15.63,97.77,1.52,40.95,20.09,30.57,1.71,2.17
7/15/03,0,4.56,15.2,97.6,2.16,41.96,21.74,31.78,1.95,2.69
7/16/03,0,5.42,17.52,97.66,4.61,42.02,22.33,32.32,2.05,2.64
7/17/03,0,5.41,15.33,97.77,4.59,45,24.07,34.7,2.72,3.72
7/18/03,0.77,5.39,16.47,97.91,4.32,42.03,26.5,33.37,3.15,4.47
7/19/03,1.22,6.96,23.45,97.99,7.9,39.77,23.39,31.62,3.31,4.37
7/20/03,0.08,9.24,28.91,97.93,12.26,41.78,24.96,32.91,3.12,3.89
7/21/03,0,7.78,24.39,97.87,9.81,42.44,24,32.86,2.53,3.26
7/22/03,0.03,8.34,24.34,97.71,10.78,43.87,25.22,34.11,2.95,3.89
7/23/03,0.17,9.07,27.17,97.7,12.08,43.36,25.59,33.64,3.27,4.03
7/24/03,0.09,8.38,27.15,97.62,10.87,41.3,24.48,32.25,2.56,3.32
7/25/03,0.22,8.42,29.66,97.71,10.99,39.86,22.77,30.77,2.78,3.35
7/26/03,0.96,8.32,28.53,97.97,10.8,41.74,21.56,31.3,2.58,3.3
7/27/03,0.05,7.86,26.41,98.02,9.98,41.62,22.57,31.67,3.14,4.03
7/28/03,0.14,8.79,28.13,97.84,11.67,42.19,23.11,32.48,3.44,4.47
7/29/03,0.55,11.09,38.34,97.79,14.96,40.33,25.24,31.09,3.02,3.61
7/30/03,1.23,13.93,58.01,97.97,18.82,30.51,24.63,27.85,3.06,3.79
7/31/03,3.26,11.69,45.22,98.08,16.07,36.31,23.49,29.18,2.71,3.62
8/1/03,1.21,11.25,48.71,98.12,15.47,32.96,22.63,27.25,2.92,3.81
8/2/03,1.16,10.71,46.9,98.12,14.61,34.61,21.17,27.05,2.42,3.2
8/3/03,0.03,9.12,39.38,98.06,12.27,35.96,19.5,27.31,2.92,3.84
8/4/03,0.01,7.89,36.56,98.08,9.98,35,18.78,26.12,2.48,3.25
8/5/03,0,7.47,37.59,98.05,9.11,33.89,16.16,24.72,2.07,2.83
8/6/03,0,7.36,35.47,98.03,8.92,34.45,17.04,25.45,2.46,3.5
8/7/03,0,6.67,31.69,98.03,7.47,34.62,17.46,25.69,2.63,3.67
8/8/03,0,5.87,26.8,98.01,5.6,35.81,17.4,26.38,2.28,3.11
8/9/03,0.04,5.97,24.27,98.02,5.79,38.34,18.82,28.37,2.3,3.1
8/10/03,0.68,5.79,23.16,98.18,5.54,38.05,20.18,28.68,2.5,3.6
8/11/03,0,5.3,22.22,98.03,4.19,36.89,19.69,27.85,2.9,4.15
8/12/03,0,4.64,18.74,97.73,2.33,38.1,19.49,28.45,2.14,3.01
8/13/03,0.02,4.13,16.98,97.95,0.55,38.08,19.43,28.19,1.78,2.52
8/14/03,0,4.98,18.84,98.06,3.36,39.4,20.47,29.64,2.69,3.8
8/15/03,0,5.55,22.37,98.13,4.89,37.32,20.7,28.53,2.77,3.66
8/16/03,0.29,4.64,17.02,98.08,2.38,39.69,21.78,30.16,2.45,3.36
8/17/03,0.27,6.07,23.42,97.83,6.07,39.72,20.07,29.24,2.19,2.98
8/18/03,0,6.22,23.69,97.66,6.46,39.68,20.16,29.41,2,2.78
8/19/03,0,7.31,27.3,97.75,8.82,39.95,21.02,29.78,2.26,3.18
8/20/03,2.16,8.95,32.66,97.8,11.84,40.51,20.97,30.17,1.17,1.68
8/21/03,0.64,10.64,45.31,97.94,14.6,34.04,22.12,27.51,2.79,3.47
8/22/03,0.23,9.35,44.36,97.87,12.57,33.92,19.27,25.67,3.36,4
8/23/03,0.05,7.08,31.98,97.83,8.14,37.16,17.33,26.52,2.18,3.07
8/24/03,0.37,7.35,28.66,97.91,8.87,39.49,19.53,29.05,2.15,3.04
8/25/03,0.11,6.64,24.05,97.85,7.45,39.26,21.52,30.33,2,2.89
8/26/03,0.38,8.9,31.02,97.66,11.8,39.68,22.91,30.94,2.01,3
8/27/03,0,7.17,25.63,97.78,8.31,39.43,23.14,30.54,2.41,3.51
8/28/03,0.01,4.69,18.96,97.86,2.42,37.32,21.51,28.44,2.24,3.16
8/29/03,0,5.1,23.83,97.87,3.61,35.81,17.03,25.98,2.04,2.89
8/30/03,0,4.99,20.93,97.8,3.23,38.91,17.59,27.78,2.04,2.88
8/31/03,0.41,6.64,25.69,97.6,7.41,39.7,19.87,29.13,2.1,3.02
9/1/03,0,6.87,24.79,97.59,7.98,40.36,21.3,30.34,1.68,2.37
9/2/03,1.22,8.59,28.47,97.7,11.18,42.49,22.55,31.85,1.84,2.47
9/3/03,1.3,9.79,33.19,97.75,13.24,40.83,23.94,31.44,2.68,3.34
9/4/03,0.08,7.9,28.93,97.9,9.99,40.56,21.62,30.13,2.36,3.06
9/5/03,0.14,6.32,24.44,97.96,6.66,39.1,20.83,29.22,2.46,3.45
9/6/03,0.39,6.41,27.75,97.99,6.94,36.65,19.42,27.27,2.1,2.88
9/7/03,0.75,6.32,29.15,97.89,6.75,36.08,18.33,26.18,2.19,3.1
9/8/03,0,7.38,42.06,97.75,8.67,30.26,17.17,22.62,2.32,3.35
9/9/03,0,5.88,34.45,97.72,5.4,29.27,16.15,22.16,3.24,4.89
9/10/03,0.06,8.72,48.08,97.94,11.37,30.8,16.63,23.18,2.22,3.04
9/11/03,0.05,5.29,23.13,98.13,3.74,37.55,17.11,27.12,1.55,2.17
9/12/03,0.02,5.39,22.01,97.79,4.4,37.82,20.16,28.25,1.93,2.67
9/13/03,0,5.21,20.02,97.54,3.81,40.15,19.78,29.27,1.4,2.1
9/14/03,0,5.62,21.24,97.77,4.38,40.41,20.88,29.58,1.9,2.88
9/15/03,0,7.87,34.43,97.84,9.89,36.22,20.29,27.05,2.3,3.25
9/16/03,0,6.04,30.15,97.7,5.49,33.84,18.01,24.83,2.25,3.27
9/17/03,0,4.78,27.69,97.69,2.49,31.1,15.32,22.37,2.19,3.04
9/18/03,0,2.93,14.17,97.74,-3.9,35.96,16.08,25.38,1.25,1.9
9/19/03,0,3.44,14.94,97.69,-1.75,36.72,18.39,27.22,1.69,2.2
9/20/03,0,4.18,17.96,97.57,0.77,37.83,18.37,27.37,1.67,2.21
9/21/03,0.24,3.55,13.42,97.49,-1.46,40.96,19.79,29.54,1.76,2.57
9/22/03,0,3.31,11.69,97.48,-2.51,41.94,22.09,30.74,1.66,2.46
9/23/03,0,5.8,23.15,97.5,4.92,39.8,20.03,28.59,2.51,3.46
9/24/03,0,7.48,36.56,97.89,9.13,34.79,17.9,25.2,3.3,4.56
9/25/03,0,7.31,38.22,98.09,8.79,34.09,16,24.09,2.85,3.89
9/26/03,0.02,6.52,32.63,97.87,6.8,34.36,16.6,24.79,2.08,2.89
9/27/03,0,7.19,34.69,97.76,8.23,34.96,17,25.39,1.85,2.35
9/28/03,0.3,7.82,39.8,97.81,9.81,33.65,16.53,24.5,1.7,2.41
9/29/03,0,7.25,39.08,97.84,8.78,32.17,16.22,23.55,1.88,2.68
9/30/03,0,6.64,31.84,97.9,7.52,35.64,17.3,25.52,1.84,2.75
10/1/03,0,6.79,38.55,98.08,7.85,30.21,16.37,22.72,2.45,3.66
10/2/03,0,7.14,46.11,97.66,8.5,27.97,14.63,20.55,2.6,3.69
10/3/03,0,7.25,44.32,97.49,8.75,29.94,13.79,21.42,2.39,3.44
10/4/03,0.06,6.93,39.37,97.67,8.09,31.22,15.16,22.65,1.93,2.83
10/5/03,0.07,7.23,41.54,97.78,8.75,30.79,15.08,22.47,2.11,3
10/6/03,0,6.32,32.65,97.6,6.75,33.6,16.78,24.24,1.97,2.88
10/7/03,0,5.81,30.01,97.44,5.52,33.33,16.98,24.21,1.87,2.5
10/8/03,0,5.53,29.97,97.59,4.78,32.2,16.46,23.42,2.03,2.78
10/9/03,0,6.25,37.52,97.56,6.32,30.75,15.32,21.73,2.31,3.5
10/10/03,0,4.34,32.92,97.68,1,25.57,12.48,17.99,2.31,3.19
10/11/03,0.03,3.04,19.98,97.98,-3.29,30.43,11.65,20.37,1.53,2.09
10/12/03,0.01,3.57,23.31,98.24,-1.25,28.79,13.29,20.5,1.71,2.24
10/13/03,0,2.77,17.17,98.15,-4.68,31.82,12.9,21.33,1.53,2.21
10/14/03,0.01,2.65,15.53,98.01,-5.15,31.68,14.39,22.26,1.32,1.68
10/15/03,0,3.2,19.34,98.04,-2.73,30.77,15.08,21.74,1.66,2.27
10/16/03,0,3.6,24.05,98.4,-1.17,29.03,12.3,20.18,1.62,2.13
10/17/03,0,2.83,14.95,98.3,-4.29,34.7,16.19,24,1.57,2.36
10/18/03,0,4.01,18.12,98.06,0.06,37.39,19.19,26.59,2.07,3.17
10/19/03,0,5.9,29.76,98.21,5.71,34.18,18.09,24.73,1.64,2.41
10/20/03,0,5.58,27.13,98.35,4.97,34.98,18.6,25.36,1.37,1.9
10/21/03,0,4.59,20.16,98.26,2,37.32,20.32,27.11,1.56,2.24
10/22/03,0,5.18,26.93,98.24,3.7,33.05,17.58,24.25,1.97,2.84
10/23/03,0,6.92,44.95,98.1,8,27.49,14.57,20.54,1.57,2.17
10/24/03,0,4.85,25.96,98.11,2.75,33.17,16.39,23.75,1.4,1.92
10/25/03,0,3.24,15.94,98.46,-2.97,35.49,17.99,25.25,1.87,2.82
10/26/03,0,2.59,12.56,98.73,-5.24,35.7,17.81,25.51,2.35,3.6
10/27/03,0,3.39,16.45,98.4,-1.78,34.25,19.71,25.44,1.65,2.23
10/28/03,0,3.11,15.32,97.71,-3.16,34.61,18.62,25.05,1.65,2.26
10/29/03,0,4.99,30.34,97.26,2.57,29.56,14.19,21.48,2.45,3.41
10/30/03,0.3,5.12,55.56,97.48,3.21,16.88,8.74,12.38,2.2,3.14
10/31/03,3.5,5.52,69.27,97.7,4.75,14.08,6.47,10.23,2.14,2.99
11/1/03,0.29,4.82,59.38,98.13,2.86,16.47,6.65,10.57,1.91,2.66
11/2/03,0.01,3.56,44.44,98.01,-1.49,16.84,4.71,10.36,1.59,2.14
11/3/03,2.45,5.27,72.87,98.19,4.18,13.5,5.33,8.85,2.22,3.15
11/4/03,0.02,3.87,51.67,98.44,-0.15,15.85,4.65,9.43,1.31,1.64
11/5/03,0.03,3.67,45.31,98.44,-0.82,16.46,5.52,10.58,1.29,1.68
11/6/03,0.06,4.67,45.7,98.39,2.47,20.84,9.81,14.11,1.2,1.61
11/7/03,0.54,6.27,56.77,98.35,6.62,21.94,10.54,15.29,1.49,2.16
11/8/03,5.73,8.03,76.78,98.31,10.33,17.65,12.31,14.43,1.97,3.32
11/9/03,3.13,7.82,75.09,98.32,9.96,18.19,11.16,14.36,1.49,2.22
11/10/03,0.12,6.63,70.05,98.41,7.54,19.34,8.36,12.92,1.68,2.4
11/11/03,0.22,4.95,51.56,98.46,3.26,21.88,7.05,13.15,1.37,2.09
11/12/03,2.1,5.49,62.79,98.16,4.57,16.98,8.4,11.69,1.5,2.36
11/13/03,0.19,6.14,62.32,98.44,6.45,19.56,8.55,13.55,1.85,2.8
11/14/03,0.27,6.91,74.06,98.54,8.18,17.2,10.38,12.73,1.02,1.38
11/15/03,2.42,6.77,81.86,98.36,7.88,13.17,8.98,10.88,1.41,2.07
11/16/03,0.21,5.73,71.53,98.36,5.44,15.73,7.07,10.41,2.2,3.12
11/17/03,0,6.15,81.51,98.68,6.45,14.78,5.78,9.54,2.01,2.77
11/18/03,0,5.74,56.49,98.76,5.36,23.12,7.25,14.06,1.08,1.64
11/19/03,0.01,4.8,38.29,98.43,2.79,25.22,12.63,17.31,1.2,1.77
11/20/03,0.01,5.28,51.43,98.07,4,20.72,9.66,14.14,1.06,1.43
11/21/03,0.07,4.65,59.8,98.06,2.14,15.65,4.66,9.91,2.44,3.89
11/22/03,0.01,3.14,51.79,98.54,-3.23,12.98,1.8,6.33,2.84,4.24
11/23/03,0,1.96,27.27,98.77,-8.76,17.3,2.43,8.87,1.67,2.48
11/24/03,0,2.62,38.13,98.31,-5.35,12.07,5.27,8.16,1.03,1.55
11/25/03,0,3.48,55.26,98.02,-1.71,12.26,2.81,6.82,1.31,1.66
11/26/03,0,4.37,70.67,98.48,1.55,13.49,2.23,6.62,2.01,2.7
11/27/03,0,2.86,32.93,99.06,-4.2,21.3,4.74,11.75,3.73,5.83
11/28/03,0,2.7,26.71,98.89,-4.96,22.49,8.51,14.05,2.87,4.67
11/29/03,0,3.06,31.22,98.32,-3.55,19.79,9.28,13.48,1.48,2.41
11/30/03,0,3.5,37.76,98.13,-2.06,21.01,7.29,12.6,1.52,2.38
12/1/03,0,5.31,52.31,98.56,3.62,21.26,9.63,14.03,2.1,3.16
12/2/03,0.01,7.11,71.72,98.96,8.59,20.75,10.02,13.73,1.7,2.28
12/3/03,0,5.63,67.8,98.57,4.86,16.72,7.45,10.97,1.14,1.58
12/4/03,0.11,4.04,38.91,98.32,0.14,22.7,9.05,14.36,1.32,1.83
12/5/03,0.89,5.49,55.55,98.32,4.39,18.9,10.29,13.57,1.13,1.7
12/6/03,1.47,8.41,81.76,98.08,10.99,17.17,11.39,14.13,1.03,1.67
12/7/03,5.74,7.44,84.1,98.05,9.14,16.07,6.62,11.84,2.58,4.13
12/8/03,0.02,4.41,66.51,98.53,1.61,13.56,3.9,7.65,2.02,2.79
12/9/03,0.05,2.81,34.02,98.37,-4.64,20.3,5.26,10.86,3.41,5.15
12/10/03,3.16,5.83,74.87,98.31,5.6,14.87,6.85,9.98,2.39,3.72
12/11/03,3.07,5.23,80.14,98.31,3.99,10.84,3.48,7.36,3.69,5.53
12/12/03,0.2,4.25,73.19,98.87,1.31,9.95,2.82,5.76,1,1.4
12/13/03,0.37,5,76.5,98.88,3.5,13.58,4,7.48,1.58,2.41
12/14/03,4.77,5.35,81.62,98.5,4.41,12.28,4.26,7.45,2.82,4.08
12/15/03,0,3.62,56.46,99.06,-1.26,14.76,2.52,7.24,1.28,2
12/16/03,0.06,2.41,32.1,99.17,-6.25,18.04,4.21,9.57,1.9,2.94
12/17/03,0,2.78,34.08,98.87,-4.57,19.83,5.09,10.79,0.96,1.5
12/18/03,0,2.98,29.56,98.57,-3.75,23.99,7.6,13.93,1.87,2.87
12/19/03,0.25,3.28,32.95,98.34,-2.66,22.47,9.01,13.73,2.41,3.88
12/20/03,1.21,5.77,65.87,98.32,5.13,14.9,9,11.74,1,1.56
12/21/03,0.29,6.56,79.96,98.61,7.46,16.75,7.66,10.8,1.3,1.81
12/22/03,0.01,4.3,47.78,98.5,1.14,20.44,6.5,12.19,2.92,4.72
12/23/03,1.9,4.56,53.19,98,1.88,13.4,8.62,11.39,5.17,8.31
12/24/03,11.41,6.85,81.9,97.92,7.77,14.73,7.38,10.96,3.18,5.12
12/25/03,22.65,6.2,91.43,97.7,6.31,12.85,3.59,7.84,3.54,5.16
12/26/03,2.09,4.18,78.37,98.63,0.98,8.61,1.96,4.5,2.9,4.32
12/27/03,0,3.05,60.4,99.42,-3.2,9.25,0.47,3.87,1.36,1.75
12/28/03,0.07,2.54,49.46,99.35,-5.47,9.88,0.2,4.06,1.17,1.65
12/29/03,2.18,3.66,59.25,98.15,-1.2,10.62,3.17,6.54,3.22,5.49
12/30/03,0.6,4.09,55.68,97.73,0.52,15.16,5.7,9.02,2.76,4.36
12/31/03,0.04,4.5,62.83,98.12,1.88,15,5.57,8.72,1.56,2.51
1/1/04,10.15,5.15,76.41,98.4,3.88,9.69,6.81,7.86,3.17,5.17
1/2/04,11.44,5.67,90.22,98.31,5.19,9.41,3.59,6.81,1.38,2.23
1/3/04,0.38,3.98,78.48,98.68,0.25,8.28,0.81,3.81,2.88,4.24
1/4/04,0,2.72,55.72,99.08,-4.66,9.47,-0.92,3.33,1.56,2.11
1/5/04,0.01,2.71,43.04,98.87,-4.8,14.82,1.65,6.96,1.99,2.97
1/6/04,0.76,3.19,45.6,98.42,-2.81,14.47,5.25,8.43,2.52,4.34
1/7/04,0.69,4.23,51.02,98.42,1.04,18.61,5.54,10.93,1.99,3.26
1/8/04,0.01,4.26,44.31,98.55,1.14,22.71,8.6,13.22,3.23,5.42
1/9/04,0,4.74,49.22,98.74,2.56,20.57,8.69,13.24,2.06,3.4
1/10/04,0,5.82,63.21,98.54,5.47,20.74,7.05,12.53,0.97,1.45
1/11/04,0,4.84,48.43,98.18,2.75,23.37,7.36,13.74,1.41,2.1
1/12/04,0,4.61,46.84,98.6,2.21,22.26,7.68,13.56,1.59,2.49
1/13/04,0,4.64,44.92,98.82,2.43,23.82,8.02,14.35,1.63,2.54
1/14/04,0,5.03,55.42,98.48,3.55,19.2,8.5,12.32,1.48,2.03
1/15/04,0,5.87,76.12,98.13,5.65,15.97,6.35,9.8,1.63,2.18
1/16/04,0,5.51,80.76,98.13,4.74,12.81,5.68,7.98,1.09,1.51
1/17/04,0,4.69,58.04,98.26,2.4,18.33,5.64,10.53,1.08,1.65
1/18/04,0,4.35,56.54,98.49,1.48,14.2,6.21,9.84,0.7,0.94
1/19/04,0,5.12,75.76,98.45,3.83,14.03,4.04,7.9,1.38,1.75
1/20/04,0.06,5.42,84.62,98.37,4.65,11.47,4.25,7.11,1.65,2.45
1/21/04,0,4.05,57.17,98.81,0.41,16.96,2.54,8.64,1.24,1.78
1/22/04,0,3.44,49.45,99.06,-1.66,16.65,3.07,8.42,1.41,2
1/23/04,0.09,3.38,44.59,98.52,-2.07,18.44,3.97,9.62,1.05,1.51
1/24/04,0.52,5.21,75.33,98.09,3.88,13.29,4.59,8.19,1.32,1.9
1/25/04,0.34,5.19,77.02,98.33,4.01,12.52,4.98,7.85,2.57,3.72
1/26/04,0.04,4.13,61.93,98.78,0.81,14.57,2.69,7.78,1.39,2.04
1/27/04,3.09,5.21,72.45,98.79,3.77,13.44,4.02,8.85,1.05,1.64
1/28/04,0.3,5.93,83.29,98.74,5.98,13.89,5.76,8.7,2.58,3.81
1/29/04,0.01,5.37,77.2,98.7,4.54,14.75,5.04,8.37,1.23,1.63
1/30/04,0.69,5.72,83.7,98.41,5.42,12.87,4.69,8.05,1.32,2
1/31/04,0.26,4.63,73.99,98.14,2.27,12.6,3.48,6.74,3.66,5.32
2/1/04,0.01,4.02,62.16,98.34,0.4,13.71,1.12,7.24,1.64,2.31
2/2/04,15.33,5.56,74.43,97.96,4.71,15.47,4.92,9.29,3.5,5.27
2/3/04,2.09,5.61,88.24,97.87,5.08,10.3,4.33,6.93,1.89,2.77
2/4/04,0.51,5.24,80.52,98.36,4.13,12.66,3.72,7.33,2.96,4.47
2/5/04,0,4.46,68.86,98.92,1.82,13.93,1.84,7.34,1.51,1.98
2/6/04,0,3.21,39.96,99.23,-2.65,19.08,3.9,10.58,1.83,2.69
2/7/04,0,4.48,65.99,99.03,1.94,14.5,4.51,8.05,2.88,4.11
2/8/04,0,3.79,54.37,98.83,-0.45,16.6,2.01,8.43,0.94,1.38
2/9/04,0,2.99,41.13,98.65,-3.5,17.67,2.74,9.05,1.8,2.68
2/10/04,0,2.84,37.03,98.84,-4.22,18.52,2.91,9.84,2.18,3.27
2/11/04,0,3.33,40.54,98.58,-2.14,19.3,4.41,10.83,1.35,1.84
2/12/04,0,3.17,36.37,98.62,-2.82,21.14,5.16,11.73,3.3,5.05
2/13/04,0,2.61,32.42,98.69,-5.46,17.85,4.33,10.56,2.34,3.54
2/14/04,0,4,47.77,98.66,0.11,17.76,5.91,11.13,1.53,2.16
2/15/04,0,4.79,55.5,98.6,2.8,17.59,5.6,11.56,1.19,1.73
2/16/04,0.64,5.95,58.08,98.76,5.85,21.8,9.21,14.21,2.35,3.71
2/17/04,0.96,6.01,55.85,98.72,6.09,21,11.62,14.94,1.57,2.58
2/18/04,11.73,6.23,76.74,98.42,6.52,12.38,8.2,10.6,3.21,5.13
2/19/04,0.13,5.9,80.43,98.54,5.9,12.82,6.09,9.11,1.63,2.48
2/20/04,2.41,6.04,79.98,97.95,6.13,13.05,6.45,9.46,1.18,1.73
2/21/04,1.15,5.51,72.83,97.56,4.78,13.27,6.18,9.44,1.63,2.4
2/22/04,7.3,6.29,80.11,97.11,6.56,15.03,7.5,9.91,1.93,3.12
2/23/04,2.73,6.28,84.02,97.6,6.68,13.15,6.08,9.25,2.06,2.95
2/24/04,0.31,5.74,73.63,98.32,5.45,15.51,5.02,9.98,1.47,2.11
2/25/04,19.29,6.66,76.9,97.92,7.51,17.27,6.81,11.5,6.01,8.8
2/26/04,9.59,5.88,79.84,97.82,5.75,13.38,5.68,9.07,2.26,3.43
2/27/04,3.7,5.02,80.25,98.13,3.54,11.43,3.62,6.74,3.14,4.81
2/28/04,0.06,4.92,74.37,98.46,3.27,14.05,2.77,7.59,2.43,3.35
2/29/04,0.01,5.29,71.4,98.43,4.31,14.62,4.44,9.26,1.42,1.84
3/1/04,6.35,5.78,74.94,97.86,5.46,15.15,5.87,9.76,1.84,2.65
3/2/04,0.96,5.5,80.04,97.66,4.74,13.83,3.69,8.01,2.32,3.34
3/3/04,0,5.04,60.83,98,3.5,18.95,4.7,10.86,1.83,2.73
3/4/04,0,5.36,68,98,4.43,17.28,4.61,10.11,2.5,3.49
3/5/04,0,6.26,73.81,98.68,6.75,18.19,5.73,11.29,1.85,2.5
3/6/04,0,6.87,73.19,99.06,8.16,20.45,6.71,12.9,1.63,2.16
3/7/04,0,6.29,51.31,99.01,6.76,27.58,8.19,17.05,1.26,1.99
3/8/04,0,6.13,40.68,98.76,6.34,30.2,11.82,20.3,1.44,2.49
3/9/04,0,7.04,50.18,98.41,8.29,27.11,12.56,19.09,1.69,2.36
3/10/04,0,7.12,51.16,98.06,8.4,28.52,11.36,18.89,1.74,2.63
3/11/04,0,5.51,37.8,97.98,4.53,29.26,12.57,19.65,1.87,2.89
3/12/04,0,6.11,47.16,97.83,6.18,25.3,11.98,17.73,1.77,2.36
3/13/04,0,6.21,48.93,98.15,6.44,25.91,10.17,17.45,1.44,2.06
3/14/04,0,6.26,47.76,98.57,6.62,26.12,11.66,18.04,1.79,2.42
3/15/04,0,7.61,56.53,98.52,9.52,26.65,11.52,18.44,1.73,2.53
3/16/04,0,6.9,45.3,98.31,7.95,28.91,13.15,20.41,1.5,2.03
3/17/04,0,6.34,40.22,97.97,6.65,29.68,14.01,20.91,1.55,2.22
3/18/04,0,6.72,40.92,97.84,7.49,31.24,14.13,21.55,1.99,2.83
3/19/04,0,7.62,50.35,98.17,9.52,27.89,13.92,20.27,1.62,2.14
3/20/04,0,6.6,39.35,98.31,7.27,34.1,13.04,21.97,1.24,2.13
3/21/04,0,7.64,52.82,98.25,9.42,27.75,12.48,19.53,1.99,2.7
3/22/04,0,7.72,54.86,97.75,9.6,27.69,12.27,19.01,2.1,3.05
3/23/04,0,7.79,66.44,97.86,9.86,23.77,11.12,16.14,2.87,4.31
3/24/04,0,6.38,61.63,98.25,6.97,21.75,8.65,14.27,3.31,4.79
3/25/04,3.09,6.68,61.34,98.34,7.53,22.24,8.9,15.08,2.52,3.61
3/26/04,4.36,5.81,63.23,98.6,5.32,17.98,8.14,12.52,4.52,6.35
3/27/04,0,5.53,59.6,98.72,4.96,20.68,6.03,12.68,3.04,4.25
3/28/04,0.01,4.92,35.55,98.35,2.99,30.48,7.81,18.88,2.56,3.95
3/29/04,0,4.42,27.48,98.01,1.31,31.52,12.74,21.25,4.26,6.72
3/30/04,0,6.02,43.26,97.83,5.78,27.2,11.98,18.88,3.29,4.45
3/31/04,0.03,6.64,59.61,97.9,7.51,23.52,8.46,15.35,2.63,3.77
4/1/04,0.21,5.23,53.65,97.6,3.93,19.6,7.41,13.27,3.81,5.52
4/2/04,0.01,4.92,44.83,97.34,3.12,22.81,6.77,15.06,1.81,2.43
4/3/04,0.07,5.98,46.07,97.83,5.94,25.24,10.79,17.75,2.55,3.65
4/4/04,0,6.34,49.34,98.01,6.84,26.13,9.87,17.62,2.28,3.29
4/5/04,0,6.54,57.43,98.07,7.35,23.26,9.39,15.73,2.47,3.42
4/6/04,0,5.52,53.52,98.16,4.86,21.74,7.81,14.23,3.02,4.51
4/7/04,0,5.91,52.97,98.13,5.72,23.91,7.13,15.41,1.99,2.63
4/8/04,0,7.04,53.16,97.86,8.34,25.86,10.76,18.08,2.05,2.72
4/9/04,0,6.87,47.34,98.01,7.98,28.64,10.97,19.57,1.97,2.73
4/10/04,0,6.73,44.59,97.9,7.61,29.02,12.07,20.19,1.62,2.12
4/11/04,0,4.73,30.81,98.05,2.03,30.61,11.17,20.51,2.47,3.84
4/12/04,0,5.95,39.35,98.09,5.88,29.87,13.06,20.25,2.15,3.08
4/13/04,0,5.91,50.93,98.25,5.82,23.58,9.93,16.05,2.7,3.94
